source_symbol,feature_name,resolved_hgnc_symbol,mapping_method,mapping_source
ANKRD29,Q8N6D5,ANKRD29,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANKRD44,Q8N8A2,ANKRD44,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ANKRD54,Q6NXT1,ANKRD54,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANKRD6,Q9Y2G4,ANKRD6,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ANKS1A,Q92625,ANKS1A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANKZF1,Q9H8Y5,ANKZF1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANO1,Q5XXA6,ANO1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ANO10,Q9NW15,ANO10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANP32A,P39687,ANP32A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANP32B,Q92688,ANP32B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANP32E,Q9BTT0,ANP32E,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANPEP,P15144,ANPEP,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANTKMT,Q9BQD7,ANTKMT,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANXA1,P04083,ANXA1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANXA13,P27216,ANXA13,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANXA2,P07355,ANXA2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANXA3,P12429,ANXA3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANXA6,P08133,ANXA6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANXA7,P20073,ANXA7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANXA8,P13928,ANXA8,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ANXA8L1,Q5VT79,ANXA8L1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ANXA9,O76027,ANXA9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AOAH,P28039,AOAH,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AOC3,Q16853,AOC3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AOX1,Q06278,AOX1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP1AR,Q63HQ0,AP1AR,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP1G1,O43747,AP1G1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP1G2,O75843,AP1G2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP1S1,P61966,AP1S1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP1S2,P56377,AP1S2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP2A1,O95782,AP2A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP2A2,O94973,AP2A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP2B1,P63010,AP2B1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP2M1,Q96CW1,AP2M1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP2S1,P53680,AP2S1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP3B1,O00203,AP3B1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP3B2,Q13367,AP3B2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
AP3D1,O14617,AP3D1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP3M2,P53677,AP3M2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
AP3S1,Q92572,AP3S1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP4E1,Q9UPM8,AP4E1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AP4M1,O00189,AP4M1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APBB1IP,Q7Z5R6,APBB1IP,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APBB2,Q92870,APBB2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APC,P25054,APC,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APCDD1,Q8J025,APCDD1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
APIP,Q96GX9,APIP,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APOA4,P06727,APOA4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APOBEC3G,Q9HC16,APOBEC3G,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APOBR,Q0VD83,APOBR,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APOC1,P02654,APOC1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APOC2,P02655,APOC2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APOC3,P02656,APOC3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APOE,P02649,APOE,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APOF,Q13790,APOF,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APOH,P02749,APOH,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APOL2,Q9BQE5,APOL2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APOO,Q9BUR5,APOO,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APPL1,Q9UKG1,APPL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
APPL2,Q8NEU8,APPL2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AQP1,P29972,AQP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AQP9,O43315,AQP9,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
AQR,O60306,AQR,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARAP1,Q96P48,ARAP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARCN1,P48444,ARCN1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARF4,P18085,ARF4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARF5,P84085,ARF5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARF6,P62330,ARF6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARFGAP1,Q8N6T3,ARFGAP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARFGAP3,Q9NP61,ARFGAP3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARFGEF3,Q5TH69,ARFGEF3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARFIP2,P53365,ARFIP2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARG1,P05089,ARG1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGAP10,A1A4S6,ARHGAP10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGAP17,Q68EM7,ARHGAP17,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGAP25,P42331,ARHGAP25,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGAP26,Q9UNA1,ARHGAP26,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGAP31,Q2M1Z3,ARHGAP31,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGAP36,Q6ZRI8,ARHGAP36,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ARHGAP4,P98171,ARHGAP4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGAP42,A6NI28,ARHGAP42,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ARHGAP44,Q17R89,ARHGAP44,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGAP45,Q92619,ARHGAP45,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGAP5,Q13017,ARHGAP5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGAP6,O43182,ARHGAP6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGAP9,Q9BRR9,ARHGAP9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGDIA,P52565,ARHGDIA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGDIB,P52566,ARHGDIB,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGEF1,Q92888,ARHGEF1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGEF10,O15013,ARHGEF10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGEF10L,Q9HCE6,ARHGEF10L,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGEF16,Q5VV41,ARHGEF16,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGEF17,Q96PE2,ARHGEF17,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGEF2,Q92974,ARHGEF2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGEF28,Q8N1W1,ARHGEF28,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ARHGEF37,A1IGU5,ARHGEF37,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGEF40,Q8TER5,ARHGEF40,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGEF5,Q12774,ARHGEF5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARHGEF6,Q15052,ARHGEF6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARID1A,O14497,ARID1A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARIH1,Q9Y4X5,ARIH1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARIH2,O95376,ARIH2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARL1,P40616,ARL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARL13B,Q3SXY8,ARL13B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARL15,Q9NXU5,ARL15,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ARL2,P36404,ARL2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARL3,P36405,ARL3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARL5B,Q96KC2,ARL5B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARL6IP4,Q66PJ3,ARL6IP4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARMC6,Q6NXE6,ARMC6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARMCX3,Q9UH62,ARMCX3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARMCX4,Q5H9R4,ARMCX4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARMCX6,Q7L4S7,ARMCX6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARMH3,Q5T2E6,ARMH3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARNT,P27540,ARNT,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARPC1B,O15143,ARPC1B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARPC4,P59998,ARPC4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARPC5,O15511,ARPC5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARPC5L,Q9BPX5,ARPC5L,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARPIN,Q7Z6K5,ARPIN,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ARR3,P36575,ARR3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARRB1,P49407,ARRB1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARSB,P15848,ARSB,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARSD,P51689,ARSD,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARSK,Q6UWY0,ARSK,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ARSL,P51690,ARSL,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ART4,Q93070,ART4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARV1,Q9H2C2,ARV1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ARVCF,O00192,ARVCF,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AS3MT,Q9HBK9,AS3MT,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ASAH1,Q13510,ASAH1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ASB1,Q9Y576,ASB1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ASB14,A6NK59,ASB14,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ASB6,Q9NWX5,ASB6,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ASCC1,Q8N9N2,ASCC1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ASCC2,Q9H1I8,ASCC2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ASCC3,Q8N3C0,ASCC3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ASL,P04424,ASL,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ASNS,P08243,ASNS,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ASPG,Q86U10,ASPG,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ASPN,Q9BXN1,ASPN,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ASRGL1,Q7L266,ASRGL1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ASTN1,O14525,ASTN1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ASTN2,O75129,ASTN2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATAD2,Q6PL18,ATAD2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ATCAY,Q86WG3,ATCAY,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ATE1,O95260,ATE1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATF1,P18846,ATF1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATF6,P18850,ATF6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATG12,O94817,ATG12,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATG13,O75143,ATG13,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATG14,Q6ZNE5,ATG14,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATG4C,Q96DT6,ATG4C,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATG5,Q9H1Y0,ATG5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATIC,P31939,ATIC,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATL1,Q8WXF7,ATL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATL2,Q8NHH9,ATL2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATL3,Q6DD88,ATL3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP10B,O94823,ATP10B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP11B,Q9Y2G3,ATP11B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP13A1,Q9HD20,ATP13A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP13A2,Q9NQ11,ATP13A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP13A3,Q9H7F0,ATP13A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP13A4,Q4VNC1,ATP13A4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP1A2,P50993,ATP1A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP1A3,P13637,ATP1A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP2A1,O14983,ATP2A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP2A2,P16615,ATP2A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP2A3,Q93084,ATP2A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP2B1,P20020,ATP2B1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP2B2,Q01814,ATP2B2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP2B3,Q16720,ATP2B3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP5IF1,Q9UII2,ATP5IF1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP5ME,P56385,ATP5ME,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP5MF,P56134,ATP5MF,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP5MG,O75964,ATP5MG,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP5MJ,P56378,ATP5MJ,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP5PB,P24539,ATP5PB,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP5PF,P18859,ATP5PF,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP5PO,P48047,ATP5PO,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP6AP1,Q15904,ATP6AP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP6V0C,P27449,ATP6V0C,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP6V1C1,P21283,ATP6V1C1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP6V1D,Q9Y5K8,ATP6V1D,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP6V1E1,P36543,ATP6V1E1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP6V1F,Q16864,ATP6V1F,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP6V1G1,O75348,ATP6V1G1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATP9A,O75110,ATP9A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATR,Q13535,ATR,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATRIP,Q8WXE1,ATRIP,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATRN,O75882,ATRN,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
ATRX,P46100,ATRX,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATXN1,P54253,ATXN1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATXN10,Q9UBB4,ATXN10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATXN2,Q99700,ATXN2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATXN2L,Q8WWM7,ATXN2L,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATXN3,P54252,ATXN3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
ATXN7L3B,Q96GX2,ATXN7L3B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AUP1,Q9Y679,AUP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AVPR1A,P37288,AVPR1A,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
AWAT2,Q6E213,AWAT2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AXIN1,O15169,AXIN1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AXL,P30530,AXL,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
AZGP1,P25311,AZGP1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
AZI2,Q9H6S1,AZI2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
B2M,P61769,B2M,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
B3GAT3,O94766,B3GAT3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
B3GLCT,Q6Y288,B3GLCT,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
B3GNT2,Q9NY97,B3GNT2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
B3GNT7,Q8NFL0,B3GNT7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
B3GNT8,Q7Z7M8,B3GNT8,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
B3GNT9,Q6UX72,B3GNT9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
B4GALT1,P15291,B4GALT1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
B4GALT4,O60513,B4GALT4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
B4GALT5,O43286,B4GALT5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
BACH1,O14867,BACH1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
